"u","j378","j395","j410","j430","g","j515","r","j660","i","j861","z","GCs"
19.255,19.155,18.886,18.554,18.534,18.298,18.209,18.019,18.01,17.928,17.918,17.895,"0"
21.587,20.439,20.308,19.965,20.378,19.609,19.473,19.188,19.181,19.016,18.88,18.967,"0"
19.387,19.176,19.071,18.757,18.691,18.455,18.283,18.072,18.072,17.94,17.887,17.902,"0"
20.198,20.752,20.791,21.283,21.297,21.075,20.533,21.351,20.889,21.579,22.257,21.855,"0"
19.133,18.848,18.542,17.484,17.141,16.249,16.122,15.068,14.886,14.621,14.472,14.406,"0"
21.33,21.389,23.306,20.465,19.739,18.912,18.796,17.609,17.343,16.919,16.693,16.617,"0"
23.922,21.374,22.099,21.857,22.121,21.487,20.807,20.378,19.787,19.098,18.695,18.57,"0"
16.702,16.401,16.319,15.716,15.654,15.268,15.089,14.77,14.736,14.63,14.629,14.595,"0"
20.877,21.635,21.474,20.952,22.197,20.819,20.914,20.636,20.243,19.979,20.075,20.42,"0"
17.745,17.602,17.408,17.13,17.078,16.769,16.605,16.336,16.281,16.15,16.119,16.102,"0"
20.527,22.976,21.982,21.785,20.243,19.864,19.995,18.754,18.556,18.307,18.138,18.05,"0"
20.587,22.022,22.137,22.947,21.312,22.416,24.704,20.732,20.122,19.262,18.657,18.424,"0"
21.479,23.254,22.354,21.385,20.972,20.529,20.217,19.973,19.731,19.655,19.573,19.423,"0"
20.656,20.349,20.193,19.515,19.372,18.814,18.621,18.183,18.092,17.873,17.793,17.79,"0"
20.723,21.985,21.126,21.397,20.923,21.063,20.838,21.121,20.404,21.262,20.943,20.489,"0"
20.547,20.835,22.366,20.315,20.317,19.08,18.835,17.71,17.261,16.392,15.929,15.78,"0"
24.172,20.591,21.593,20.195,19.686,19.077,18.993,17.941,17.768,17.458,17.277,17.247,"0"
21.048,20.94,21.103,20.453,21.172,20.352,20.19,19.884,19.961,19.672,19.841,19.797,"0"
19.621,19.567,19.194,18.468,18.315,17.832,17.677,17.132,17.048,16.875,16.781,16.769,"0"
20.42,20.012,20.875,20.241,20.051,19.997,19.871,19.531,19.642,19.343,19.293,19.52,"0"
18.813,18.821,18.641,18.018,17.955,17.456,17.282,16.9,16.809,16.68,16.66,16.628,"0"
15.239,14.987,14.81,14.055,13.906,13.341,13.098,12.71,12.541,12.374,12.272,12.252,"0"
21.239,23.255,21.642,21.288,23.267,21.014,21.054,20.145,19.977,19.466,19.509,19.421,"0"
20.735,20.111,20.467,19.593,19.593,19.277,19.16,18.808,18.785,18.603,18.67,18.499,"0"
19.918,20.903,20.35,20.142,20.201,19.421,19.293,18.784,18.757,18.638,18.496,18.477,"0"
20.068,19.982,19.663,18.712,18.36,17.45,17.325,16.114,15.857,15.451,15.235,15.148,"0"
15.903,15.662,15.535,14.918,14.812,14.447,14.285,13.964,13.918,13.815,13.814,13.788,"0"
15.336,15.199,15.01,14.309,14.207,13.752,13.593,13.19,13.131,13.012,13,12.966,"0"
20.899,21.017,20.915,20.344,20.116,19.132,19.053,17.852,17.608,17.314,17.127,17.034,"0"
19.02,18.811,18.801,18.297,18.216,17.889,17.734,17.458,17.41,17.281,17.247,17.207,"0"
20.718,20.562,20.243,18.882,18.63,17.609,17.624,16.494,16.295,16.065,15.929,15.874,"0"
22.62,21.811,21.604,20.733,20.31,19.172,19.143,17.949,17.713,17.357,17.152,17.061,"0"
20.854,21.1,22.748,20.949,21.239,20.266,20.088,19.672,19.536,19.261,19.254,19.14,"0"
19.244,19.044,18.881,18.091,17.98,17.444,17.273,16.795,16.691,16.559,16.52,16.479,"0"
20.761,20.671,20.898,21.823,21.695,20.63,20.564,20.119,20.057,19.943,19.736,19.817,"0"
19.289,19.352,19.18,18.365,18.123,17.034,16.972,15.761,15.451,14.989,14.744,14.633,"0"
19.402,19.226,19.201,18.623,18.421,17.992,17.814,17.448,17.392,17.29,17.252,17.229,"0"
17.25,17.166,16.899,16.081,15.929,15.368,15.195,14.635,14.55,14.385,14.325,14.285,"0"
19.652,19.994,20.53,20.605,20.922,20.704,20.737,20.383,19.835,20.759,20.708,20.825,"0"
19.213,18.644,18.379,17.69,17.628,17.133,16.939,16.537,16.452,16.351,16.325,16.286,"0"
17.368,17.26,17.034,16.316,16.221,15.699,15.508,15.072,15.005,14.864,14.822,14.785,"0"
14.984,14.728,14.631,14.141,14.089,13.795,13.654,13.411,13.381,13.298,13.311,13.292,"0"
21.518,20.644,20.17,20.252,20.72,20.063,19.562,19.659,19.612,19.503,19.491,19.382,"0"
14.49,14.209,14.107,13.587,13.535,13.198,13.036,12.822,12.725,12.621,12.612,12.582,"0"
21.993,22.006,21.397,21.026,20.636,19.776,19.731,18.402,18.118,17.663,17.399,17.318,"0"
17.978,17.96,17.716,16.878,16.766,16.169,16.006,15.443,15.363,15.194,15.126,15.088,"0"
20.386,21.608,24.334,21.825,22.123,20.319,20.438,19.154,18.87,18.529,18.253,18.237,"0"
18.283,17.977,17.806,17.135,17.082,16.491,16.28,15.796,15.697,15.514,15.442,15.404,"0"
16.284,16.126,15.874,15.125,15.002,14.421,14.224,13.717,13.622,13.458,13.389,13.344,"0"
21.799,21.856,21.772,20.978,21.056,20.491,20.351,19.076,18.866,18.427,18.176,18.009,"0"
15.352,14.769,14.347,13.98,13.978,13.893,13.835,13.849,13.937,13.917,14.018,14,"0"
15.89,15.734,15.553,14.865,14.778,14.327,14.141,13.763,13.727,13.619,13.596,13.561,"0"
18.62,18.168,18.137,17.444,17.382,16.898,16.76,16.341,16.269,16.151,16.124,16.084,"0"
20.007,20.775,21.527,19.594,19.301,18.3,18.257,17.115,16.912,16.604,16.386,16.361,"0"
21.023,20.758,20.248,19.307,18.966,17.902,17.833,16.575,16.316,15.92,15.693,15.626,"0"
22.307,21.094,21.119,19.743,19.509,19.097,18.987,18.112,17.937,17.742,17.648,17.582,"0"
20.01,21.433,20.311,19.377,19.452,18.876,18.661,18.228,18.167,18.011,17.874,17.95,"0"
21.096,21.724,22.26,22.953,21.074,21.356,21.131,20.827,20.584,20.405,20.554,20.185,"0"
20.868,20.329,20.232,20.074,19.759,20.548,20.346,20.653,20.566,21.013,20.968,20.576,"0"
19.5,19.783,19.359,18.433,18.101,17.212,17.084,15.991,15.807,15.524,15.352,15.297,"0"
20.473,20.224,19.951,19.26,19.024,18.482,18.274,17.691,17.592,17.414,17.33,17.253,"0"
21.161,22.668,23.003,22.072,22.087,21.508,20.769,20.899,20.848,22.155,22.004,21.345,"0"
17.878,17.705,17.414,16.471,16.128,15.187,15.129,13.958,13.715,13.391,13.215,13.152,"0"
16.507,16.25,16.149,15.639,15.57,15.241,15.09,14.804,14.788,14.679,14.677,14.652,"0"
20.269,20.111,20.049,19.979,19.438,19.259,19.008,18.718,18.665,18.563,18.45,18.476,"0"
16.299,16.054,15.963,15.412,15.366,14.998,14.833,14.503,14.451,14.326,14.298,14.288,"0"
18.214,18.077,17.859,17.107,17.046,16.553,16.379,15.971,15.904,15.782,15.756,15.725,"0"
18.963,18.742,18.432,18.08,18.007,17.827,17.699,17.471,17.491,17.372,17.346,17.339,"0"
17.237,16.993,16.731,15.678,15.354,14.521,14.51,13.434,13.242,12.984,12.859,12.792,"0"
19.03,19.169,19.215,18.366,18.404,17.868,17.687,17.3,17.21,17.081,17.054,17.018,"0"
18.633,18.4,18.239,17.717,17.699,17.276,17.112,16.766,16.724,16.6,16.588,16.557,"0"
20.927,22.506,23.18,22.669,20.84,21.362,20.534,19.903,19.501,18.758,18.437,18.323,"0"
21.221,21.813,20.926,21.595,20.205,19.409,19.192,18.07,17.637,16.741,16.284,16.151,"0"
20.683,19.561,19.416,18.458,18.335,17.755,17.588,16.94,16.84,16.654,16.568,16.515,"0"
20.243,20.072,20.048,19.977,19.933,20.042,20.349,20.307,19.745,21.339,20.543,21.877,"0"
18.78,18.669,18.538,17.925,17.92,17.522,17.361,17.06,17.032,16.917,16.907,16.891,"0"
20.888,20.754,22.26,20.858,21.003,20.5,20.183,19.749,19.621,19.519,19.749,19.331,"0"
19.843,22.616,20.535,20.741,20.65,20.32,20.319,19.961,20.208,19.945,19.954,19.765,"0"
18.982,18.848,18.576,17.895,17.801,17.268,17.08,16.633,16.562,16.418,16.373,16.311,"0"
19.642,19.163,19.07,18.401,18.336,17.853,17.66,17.209,17.14,16.998,16.971,16.887,"0"
21.296,23.937,20.991,20.731,20.508,20.297,20.061,19.523,19.492,19.311,19.35,19.264,"0"
18.234,18.109,17.964,17.225,17.106,16.645,16.471,16.042,15.99,15.845,15.817,15.789,"0"
20.666,21.721,22.31,20.682,21.182,19.671,19.48,18.423,18.153,17.854,17.656,17.537,"0"
20.192,19.453,19.663,18.606,18.355,17.761,17.7,16.995,16.865,16.659,16.63,16.559,"0"
20.417,22.498,21.351,21.272,21.045,20.593,20.51,19.478,19.259,18.877,18.871,18.704,"0"
21.214,20.748,21.084,20.101,19.819,19.342,19.166,18.655,18.545,18.423,18.356,18.28,"0"
20.99,21.929,20.804,19.71,19.588,18.532,18.502,17.287,17.09,16.8,16.629,16.543,"0"
21.084,20.263,20.42,19.694,19.499,19.215,19.056,18.528,18.494,18.249,18.108,18.125,"0"
20.927,22.41,22.258,22.106,21.814,21.526,21.401,19.992,19.743,18.959,18.349,18.18,"0"
20.738,20.455,20.599,19.571,19.46,19.073,18.908,18.434,18.377,18.287,18.284,18.209,"1"
21.231,20.998,22.444,21.64,21.816,21.292,21.16,20.439,20.615,20.271,20.058,19.925,"0"
20.788,20.939,20.899,20.453,20.727,20.203,19.796,19.763,19.748,19.585,19.672,19.483,"0"
21.911,21.795,21.719,20.668,20.133,19.27,19.279,18.018,17.745,17.43,17.244,17.14,"0"
18.862,18.833,18.68,18.384,18.299,17.947,17.804,17.486,17.48,17.323,17.282,17.233,"0"
22.001,22.387,21.585,21.699,21.731,21.083,20.967,20.604,20.382,20.238,20.039,19.964,"0"
14.091,13.912,13.864,13.153,13.111,12.733,12.561,12.438,12.174,12.133,12.063,12.114,"0"
17.125,16.935,16.808,16.252,16.231,15.854,15.692,15.388,15.348,15.238,15.228,15.207,"0"
20.292,21.045,20.889,19.119,18.948,18.17,18.098,17.16,17.009,16.774,16.671,16.603,"0"
17.341,17.101,16.989,16.37,16.325,15.89,15.718,15.369,15.314,15.205,15.181,15.159,"0"
19.951,20.457,20.403,19.588,19.58,18.932,18.836,18.331,18.227,18.095,18.061,17.97,"0"
21.204,21.405,22.778,20.924,20.625,19.857,19.588,19.017,18.844,18.679,18.663,18.525,"0"
19.154,18.705,18.657,17.957,17.883,17.361,17.201,16.782,16.722,16.579,16.552,16.529,"0"
13.055,12.723,12.57,12.168,12.113,12.133,11.725,11.943,11.591,11.656,11.455,11.663,"0"
20.838,20.794,22.925,20.819,21.407,20.576,20.386,19.91,19.975,19.318,19.141,18.975,"0"
19.404,19.189,19.202,18.701,18.616,18.251,18.158,17.786,17.751,17.658,17.6,17.582,"0"
19.756,20.395,19.692,19.24,18.949,18.438,18.281,17.649,17.545,17.274,17.187,17.07,"0"
21.4,21.685,21.732,20.838,20.636,19.572,19.581,18.356,18.096,17.709,17.423,17.37,"0"
20.338,21.801,22.199,21.39,21.123,20.811,20.55,20.181,19.789,19.401,19.648,19.479,"0"
21.503,21.918,22.482,21.638,21.165,23.1,22.145,20.287,19.671,18.903,18.535,18.357,"0"
21.355,22.109,21.638,20.625,20.032,19.636,19.563,18.618,18.604,18.263,18.176,18.095,"0"
17.646,17.347,17.226,16.764,16.747,16.399,16.259,15.952,15.924,15.814,15.798,15.765,"0"
19.54,19.787,19.478,18.482,18.283,17.649,17.58,16.809,16.682,16.502,16.403,16.35,"0"
20.385,20.974,21.603,21.116,20.104,19.317,19.39,18.27,18.097,17.825,17.741,17.639,"0"
19.954,20.3,19.564,18.483,18.206,17.453,17.349,16.532,16.415,16.208,16.114,16.062,"0"
20.808,21.994,21.425,20.618,20.66,19.878,19.776,18.769,18.653,18.383,18.239,18.156,"0"
18.754,18.716,18.523,17.687,17.599,17.015,16.846,16.328,16.237,16.086,16.035,15.988,"0"
21.537,21.327,21.92,21.457,21.458,20.526,20.282,19.433,19.265,18.944,18.825,18.764,"0"
17.35,17.252,17.025,16.324,16.211,15.708,15.541,15.075,15.003,14.867,14.834,14.787,"0"
19.382,19.702,19.33,18.247,17.956,16.927,16.819,15.603,15.354,14.992,14.779,14.703,"0"
20.027,19.817,19.635,18.49,18.21,17.314,17.294,16.094,15.882,15.557,15.382,15.305,"0"
17.83,17.86,17.627,16.922,16.863,16.336,16.148,15.726,15.68,15.549,15.518,15.482,"0"
19.499,20.266,20.149,18.965,18.661,18.017,17.892,17.034,16.902,16.667,16.567,16.501,"0"
19.496,19.329,19.318,18.455,18.274,17.765,17.628,16.985,16.86,16.647,16.571,16.495,"0"
19.928,19.288,19.423,18.752,18.736,18.349,18.191,17.776,17.741,17.607,17.581,17.547,"0"
20.126,21.828,21.182,19.608,19.23,18.278,18.095,16.935,16.603,16.075,15.775,15.66,"0"
20.639,21.155,23.703,22.267,20.962,21.525,21.312,20.029,19.716,19.101,18.903,18.695,"0"
17.033,16.879,16.747,16.072,16.026,15.584,15.416,15.033,14.955,14.835,14.808,14.778,"0"
15.35,15.14,14.995,14.39,14.316,13.923,13.741,13.413,13.381,13.269,13.262,13.232,"0"
18.489,18.316,18.415,17.796,17.73,17.395,17.225,16.894,16.876,16.759,16.764,16.725,"0"
20.741,22.879,21.977,21.556,21.638,21.109,20.767,19.266,19.138,18.701,18.42,18.41,"0"
18.569,18.422,18.342,17.995,17.93,17.688,17.535,17.271,17.205,17.105,17.055,17.074,"0"
20.835,20.779,20.794,20.331,20.378,20.23,20.059,19.855,19.67,19.925,19.753,19.899,"0"
21.971,21.22,20.51,20.094,19.41,18.803,18.704,17.607,17.418,17.141,16.966,16.907,"0"
21.197,23.569,21.847,21.476,21.501,21.875,21.791,20.902,20.526,19.933,19.824,19.723,"0"
20.713,20.426,22.89,20.4,21.2,19.956,20.201,18.795,18.718,18.095,17.785,17.718,"0"
15.216,15.02,14.644,13.775,13.479,12.783,12.48,12.218,11.764,11.78,11.484,11.68,"0"
16.063,15.788,15.684,15.154,15.078,14.732,14.574,14.274,14.249,14.14,14.136,14.116,"0"
19.988,20.256,19.995,19.195,19.057,18.504,18.279,17.824,17.711,17.556,17.513,17.433,"0"
22.023,22.001,21.916,21.911,22.199,22.433,21.511,20.785,21.237,20.419,20.567,20.606,"0"
18.81,18.984,18.681,17.907,17.756,17.208,17.043,16.511,16.415,16.278,16.231,16.18,"0"
19.935,20.86,20.277,19.553,19.46,18.392,18.126,17.075,16.728,16.07,15.761,15.633,"0"
19.657,19.764,19.411,18.848,18.862,18.303,18.054,17.713,17.662,17.493,17.445,17.421,"0"
22.687,22.08,21.25,21.001,20.074,19.154,19.054,17.827,17.5,16.974,16.681,16.55,"0"
20.254,20.034,19.748,19.276,19.453,18.942,18.756,18.464,18.408,18.274,18.174,18.228,"0"
18.551,18.245,17.997,17.154,16.959,15.872,15.653,14.563,14.17,13.497,13.141,13.028,"0"
20.9,20.561,20.527,20.699,20.705,21.097,21.53,20.897,20.792,20.768,20.634,20.55,"0"
20.414,20.963,21.248,20.461,20.296,20.105,20.001,19.457,19.399,19.193,19.192,19.147,"0"
20.45,20.93,21.391,21.93,20.852,20.656,19.956,20.025,19.944,19.944,20.099,19.886,"0"
23.127,22.342,20.385,20.467,20.405,19.093,18.815,17.696,17.255,16.425,15.989,15.841,"0"
17.356,17.2,17.036,16.3,16.234,15.737,15.547,15.089,15.009,14.852,14.812,14.776,"0"
18.867,18.738,18.305,17.58,17.328,16.678,16.544,15.892,15.798,15.648,15.58,15.544,"0"
21.172,21.298,21.697,21.407,20.682,20.194,19.976,18.893,18.473,17.888,17.57,17.456,"0"
20.813,22.632,22.744,22.594,21.23,21.586,21.584,20.576,20.306,19.978,19.586,19.648,"0"
23.629,21.585,21.359,21.497,20.46,20.812,20.539,20.375,20.285,20.3,20.202,20.082,"0"
18.491,18.182,18.112,17.442,17.422,16.981,16.812,16.391,16.335,16.2,16.163,16.128,"0"
13.731,13.472,13.34,12.866,12.817,12.575,12.36,12.379,12.076,12.068,11.977,12.065,"0"
17.04,16.995,16.689,15.975,15.853,15.328,15.161,14.699,14.639,14.501,14.481,14.443,"0"
19.951,19.884,19.626,18.922,18.968,18.425,18.274,17.852,17.783,17.609,17.501,17.516,"0"
21.362,20.474,20.321,19.592,18.975,18.057,17.952,16.745,16.49,16.115,15.9,15.829,"0"
17.337,17.26,16.904,16.086,15.889,15.266,15.04,14.468,14.384,14.199,14.116,14.069,"0"
18.904,18.627,18.522,17.844,17.793,17.337,17.12,16.715,16.648,16.495,16.449,16.393,"0"
19.198,19.26,18.977,18.256,17.997,17.454,17.272,16.75,16.636,16.482,16.413,16.384,"0"
21.541,22.108,22.385,20.909,21.579,20.401,19.983,18.967,18.472,17.761,17.337,17.178,"0"
18.553,18.435,18.308,17.888,17.812,17.396,17.245,16.823,16.738,16.588,16.541,16.495,"0"
20.958,21.67,21.424,21.794,21.593,20.904,20.61,20.583,21.222,20.756,20.708,20.588,"0"
21.757,23.118,22.951,22.188,21.345,21.437,21.559,20.801,20.651,20.216,20.451,20.056,"0"
16.173,15.903,15.791,15.283,15.202,14.889,14.729,14.445,14.411,14.303,14.306,14.28,"0"
16.255,16.03,15.901,15.283,15.217,14.807,14.642,14.306,14.255,14.145,14.131,14.099,"0"
23.123,22.167,21.567,20.417,20.26,19.351,19.183,17.998,17.752,17.227,17.058,16.927,"0"
20.214,20.258,19.971,19.127,18.77,18.129,18.034,17.207,17.08,16.843,16.756,16.696,"0"
22.348,21.443,22.307,20.186,19.796,18.991,18.943,17.769,17.458,16.999,16.753,16.633,"0"
20.53,20.471,20.535,19.38,18.904,17.929,17.779,16.553,16.253,15.827,15.576,15.486,"0"
16.955,16.889,16.496,15.957,15.727,15.198,15.15,14.622,14.567,14.472,14.486,14.428,"0"
18.452,18.067,17.999,17.619,17.583,17.259,17.103,16.847,16.821,16.736,16.763,16.711,"0"
20.593,20.659,20.319,19.621,19.582,18.819,18.696,18.102,17.98,17.828,17.694,17.672,"0"
19.845,21.191,22.226,21.286,21.059,20.746,20.604,20.14,20.295,20.144,20.084,19.902,"0"
19.31,18.971,18.781,17.878,17.688,17.091,16.95,16.33,16.233,16.058,15.99,15.935,"0"
20.355,20.861,20.792,20.065,19.551,18.91,18.79,17.743,17.575,17.272,17.113,17.042,"0"
20.383,20.107,20.068,19.821,19.667,19.347,19.235,19.014,18.93,18.875,18.898,18.914,"0"
19.549,19.656,19.507,19.457,19.355,19.454,19.336,19.322,19.166,19.25,19.104,19.189,"0"
21.332,20.033,19.735,19.692,19.613,19.337,19.317,19.076,19.115,18.957,18.946,18.943,"0"
18.277,18.059,18.079,17.468,17.347,17.04,16.856,16.541,16.491,16.343,16.333,16.297,"0"
16.865,16.841,16.591,15.773,15.675,15.101,14.928,14.41,14.329,14.183,14.128,14.086,"0"
21.652,21.322,21.272,21.463,20.937,21.035,20.816,20.321,20.23,19.772,19.964,19.79,"0"
19.187,18.666,18.637,17.914,17.85,17.338,17.178,16.699,16.622,16.465,16.407,16.365,"0"
20.523,20.092,20.594,19.245,19.185,18.597,18.391,17.906,17.822,17.669,17.658,17.573,"0"
19.545,19.362,19.339,18.892,18.797,18.505,18.3,17.995,17.929,17.831,17.849,17.831,"0"
20.47,20.894,21.284,19.629,19.774,18.593,18.457,17.211,16.878,16.434,16.164,16.075,"0"
16.383,16.134,15.998,15.494,15.428,15.147,15,14.752,14.738,14.646,14.668,14.647,"0"
21.723,21.087,22.056,21.09,21.295,21.007,20.598,20.146,20.18,19.991,20.019,20.212,"0"
21.516,21.573,21.849,21.59,21.5,21.432,22.057,20.147,19.864,18.96,18.42,18.376,"0"
20.565,20.834,21.237,19.938,19.588,19.16,18.916,18.461,18.25,18.197,18.116,18.027,"0"
20.163,20.843,20.377,19.609,20.175,19.441,19.313,18.975,19.076,18.87,18.82,18.8,"0"
20.883,22.384,21.476,20.934,21.088,21.019,20.506,20.337,20.395,19.676,19.969,19.879,"0"
21.635,24.286,21.573,21.151,20.624,19.892,19.759,18.598,18.209,17.344,16.887,16.753,"0"
18.345,18.033,17.87,17.592,17.546,17.322,17.177,16.939,16.907,16.797,16.756,16.788,"0"
16.851,16.662,16.563,15.944,15.886,15.458,15.267,14.912,14.868,14.738,14.715,14.692,"0"
20.566,21.346,20.798,20.171,19.893,19.105,19.054,17.93,17.741,17.413,17.24,17.175,"0"
19.782,20.83,21.102,20.401,20.161,19.998,19.875,19.453,19.405,19.346,19.258,19.358,"0"
20.68,21.314,21.338,23.394,21.376,22.352,23.063,20.843,20.667,20.689,21.795,20.603,"0"
13.723,13.55,13.426,12.807,12.724,12.425,12.218,12.174,11.913,11.938,11.868,11.89,"0"
20.72,20.621,21.063,20.482,20.186,20.471,20.675,20.344,20.737,19.933,20.593,20.139,"0"
16.428,16.141,16.053,15.593,15.526,15.221,15.055,14.782,14.759,14.647,14.635,14.613,"0"
18.256,18.323,18.36,18.32,18.061,18.121,18.161,17.737,17.757,17.72,17.712,17.702,"0"
18.005,17.651,17.553,17.095,17.001,16.788,16.637,16.395,16.358,16.255,16.26,16.23,"0"
20.482,21.077,21.257,20.461,20.122,19.134,18.967,17.847,17.621,17.276,17.095,16.988,"0"
19.558,19.502,19.236,18.405,18.255,17.585,17.447,16.81,16.715,16.521,16.43,16.381,"0"
19.246,19.043,18.906,18.141,18.085,17.541,17.348,16.863,16.785,16.616,16.575,16.511,"0"
21.063,20.392,21.173,20.651,20.818,20.681,21.009,20.796,21.045,21.531,21.773,21.726,"0"
17.357,17.252,17.012,16.206,16.077,15.512,15.332,14.806,14.745,14.577,14.522,14.482,"0"
20.557,20.759,20.678,19.354,19.086,18.234,18.148,17.075,16.87,16.591,16.413,16.348,"0"
19.663,20.562,19.751,19.486,19.066,18.999,19.774,18.48,20.544,22.205,20.067,18.867,"0"
19.854,19.964,19.887,19.845,19.857,19.8,19.627,19.589,19.416,19.432,19.564,19.447,"0"
17.69,17.432,17.322,16.851,16.811,16.568,16.421,16.195,16.164,16.072,16.089,16.059,"0"
18.736,18.443,18.359,17.881,17.825,17.534,17.37,17.122,17.087,16.993,16.968,16.962,"0"
16.518,16.293,16.21,15.649,15.609,15.224,15.059,14.727,14.682,14.566,14.553,14.523,"0"
13.275,13.097,12.877,12.275,12.183,12.1,11.671,11.84,11.424,11.501,11.301,11.493,"0"
14.039,13.801,13.73,13.24,13.206,12.898,12.738,12.637,12.423,12.35,12.326,12.393,"0"
17.331,17.097,17.049,16.475,16.424,16.091,15.923,15.645,15.611,15.523,15.533,15.493,"0"
21.787,21.025,20.947,20.9,21.46,20.667,20.69,20.478,20.297,20.428,20.254,20.451,"0"
14.486,14.145,14.039,13.585,13.526,13.258,13.107,12.917,12.847,12.752,12.754,12.719,"0"
20.388,20.366,20.109,19.708,19.718,19.458,19.253,18.898,18.805,18.718,18.571,18.577,"0"
20.172,22.176,20.68,20.273,20.412,19.804,19.473,19.008,18.986,18.765,18.77,18.624,"0"
20.156,21.649,21.88,20.57,19.706,19.261,19.105,18.054,17.847,17.555,17.369,17.308,"0"
21.925,22.725,20.856,20.184,20.329,19.274,19.282,18.264,18.148,17.882,17.735,17.651,"0"
18.05,18.006,17.788,16.943,16.803,16.248,16.097,15.531,15.447,15.299,15.25,15.202,"0"
19.636,19.629,19.193,18.477,18.45,17.889,17.783,17.119,16.97,16.764,16.631,16.563,"0"
22.124,21.799,23.949,21.833,21.999,21.316,20.58,19.79,19.428,18.471,18.031,17.837,"0"
20.662,22.072,21.6,21.539,21.243,20.892,20.867,20.188,20.266,20.234,20.113,20.328,"0"
20.198,19.935,19.326,19.048,18.973,18.728,18.569,18.193,18.158,17.731,17.948,17.87,"0"
19.407,19.292,18.949,18.025,17.705,16.752,16.636,15.469,15.219,14.884,14.686,14.61,"0"
20.505,20.669,19.587,19.249,19.152,17.747,17.478,16.408,15.932,15.05,14.582,14.421,"0"
21.244,19.971,20.104,18.975,19.027,18.405,18.247,17.671,17.583,17.395,17.281,17.288,"0"
19.694,20.61,19.914,19.085,18.814,17.919,17.866,16.749,16.558,16.293,16.152,16.075,"0"
20.299,22.224,21.582,22.009,24.288,20.708,22.244,19.703,19.506,18.973,18.765,18.537,"0"
16.513,16.451,16.128,15.369,15.227,14.694,14.498,14.026,13.95,13.825,13.789,13.741,"0"
20.98,22.601,23.079,22.31,21.582,21.756,22.546,21.125,20.604,19.751,19.773,19.759,"0"
14.637,14.393,14.301,13.807,13.764,13.47,13.313,13.089,13.04,12.954,12.964,12.934,"0"
21.118,22.277,20.315,20.429,20.898,20.371,20.353,19.903,19.898,19.766,19.719,19.776,"0"
19.608,19.584,19.195,18.233,17.916,17.228,17.139,16.265,16.131,15.952,15.854,15.799,"0"
19.4,19.162,18.783,17.865,17.632,16.993,16.88,16.149,16.056,15.897,15.814,15.752,"0"
22.381,21.858,21.809,21.286,24.903,20.284,20.283,18.878,18.52,17.634,17.189,17.031,"0"
16.097,15.832,15.779,15.234,15.109,14.921,14.729,14.473,14.401,14.371,14.357,14.338,"0"
20.162,19.69,19.912,18.969,18.729,18.134,18.028,17.319,17.226,17.057,16.994,16.905,"0"
20.262,21.664,23.636,23.05,21.706,22.549,21.682,20.586,19.961,19.312,18.868,18.685,"0"
19.78,19.982,19.883,19.303,19.139,18.63,18.474,17.96,17.899,17.76,17.705,17.656,"0"
19.363,19.02,19.074,18.396,18.403,17.943,17.794,17.424,17.371,17.264,17.19,17.222,"0"
18.297,18.256,17.876,18.029,17.963,17.902,17.77,17.602,17.605,17.636,17.748,17.622,"0"
21.755,21.9,24.007,21.321,21.814,20.758,20.558,20.666,20.673,20.419,20.309,20.483,"0"
16.747,16.535,16.434,15.789,15.746,15.333,15.145,14.793,14.736,14.623,14.609,14.565,"0"
18.359,18.229,17.974,17.083,16.919,16.351,16.178,15.586,15.49,15.341,15.272,15.24,"0"
22.639,20.308,20.868,19.985,19.676,19.247,19.079,18.706,18.633,18.473,18.384,18.378,"0"
